ADM-CNFD-0,4.2090465883353193e-16,4.0773921229169989e-16,1.3928432774364077e-15,3.0292556396124033e-08,1.86530538797845e-15,1.6348444638914506e-15,2.6725951703823464e-15,7.2478017631114903e-15,7.5629235789802052e-15,7.0902408652632946e-15,8.1931672003480962e-15,8.1931672105274832e-15,7.4053626694080329e-15,7.2320562288185693e-13,6.4599972198648971e-15,2.2049740095905899e-15,4.1228537490530951e-16,7.9942896670085003e-16,7.7816135035249802e-16,5.7447442174746404e-07,9.7633560024810384e-13,0.49999868530030339,5.824680289730166e-07,1.1631367548374525e-07,0.5000002389076672,2.0000005543065593,2.0000005156772582,6.4999711597554661,6.5000008018962916,0, 21.499906866605759,0, 0, 0, 0, 
ADM-CNFD-1,5.6120621177804258e-16,6.1160881843754985e-16,1.1607027311970063e-15,7.5731385836489576e-09,1.86530538797845e-15,1.6348444638914506e-15,2.6725951703823464e-15,9.4536544736236827e-16,9.4536544737252565e-16,6.3024363246784839e-16,2.048291800087024e-15,1.575609078947593e-15,1.1029263550182176e-15,1.8040750287575735e-13,6.3024363120633142e-16,2.2049740095905899e-15,6.1842806235796424e-16,6.3954317336068004e-16,9.3379362042299754e-16,1.4361860676904751e-07,2.4268979877656936e-13,0.12499967132490562,1.4561700831697257e-07,2.9078417354900801e-08,0.12500005972696232,0.50000010393258321,0.50000009668958978,1.3437463949608732,1.3437501002372514,0, 3.2187427239355184,0, 0, 0, 0, 
ADM-CNFD-2,8.4180931766706387e-16,8.1547842458339977e-16,1.5089135505561083e-15,1.8932843427463267e-09,1.721820358133954e-15,1.6348444638914506e-15,2.2907958603277256e-15,6.3024363157491218e-16,3.1512181579084188e-16,3.151218162339242e-16,4.7268272309700552e-16,4.7268272368427795e-16,3.1512181571949074e-16,4.5062485434468646e-14,1.10292635461108e-15,1.8040696442104826e-15,2.0614268745265475e-16,6.3954317336068004e-16,1.2450581605639968e-15,3.5904653172463553e-08,5.9016954417662624e-14,0.031249917831214637,3.6404253152961581e-08,7.2696025194825872e-09,0.031250014931742454,0.12500002381789163,0.1250000221580389,0.31835869905449432,0.31835939379450101,0, 0.64794819145418125,0, 0, 0, 0, 
ADM-CNFD-3,0, 2.0386960614584994e-16,8.1249191183790447e-16,4.733211766363554e-10,1.4348502984449617e-15,7.4311111995065937e-16,1.7180968952457943e-15,9.4536544736236827e-16,6.3024363158168376e-16,6.3024363246784839e-16,6.3024363079600739e-16,1.5756090789475931e-16,7.8780453929872689e-16,1.0556596238144752e-14,1.4180481702142457e-15,1.4031652788303754e-15,6.1842806235796424e-16,9.5931476004102011e-16,3.112645401409992e-16,8.9761639838766681e-09,1.3941012854565975e-14,0.0078124794578025855,9.1010637762942283e-09,1.817399806879941e-09,0.0078125037329354052,0.031250005819144076,0.031250005413611899,0.078491056033271611,0.078491215244574072,0, 0.15493753162706042,0, 0, 0, 0, 
ADM-CNFD-4,8.4180931766706387e-16,2.0386960614584994e-16,2.3214054623940127e-16,1.1833026384249759e-10,2.2957604775119386e-15,1.4862222399013188e-16,3.627093445518899e-15,2.0482918026184645e-15,6.3024363158168376e-16,2.2058527136374696e-15,1.5756090769900185e-16,3.1512181578951862e-16,1.7331699864571992e-15,1.5756113788275751e-15,2.2058527092221599e-15,1.4031652788303754e-15,1.4429988121685832e-15,6.3954317336068004e-16,6.225290802819984e-16,2.244040995969167e-09,3.020552785155961e-15,0.0019531198644510491,2.2752657163151016e-09,4.5434873889157654e-10,0.001953125933233072,0.0078125014463279099,0.0078125013455334295,0.019554100337670067,0.019554139235889334,0, 0.037607141795550886,0, 0, 0, 0, 
ADM-CNFD-5,9.8211087061157441e-16,1.0193480307292497e-15,1.5089135505561083e-15,2.9584506222465579e-11,1.4348502984449617e-15,1.4862222399013188e-16,1.7180968952457943e-15,6.3024363157491218e-16,1.1029263552679467e-15,1.575609081169621e-16,7.8780453849500926e-16,7.8780453947379652e-16,7.8780453929872689e-16,1.5756113788275751e-15,1.2604872624126628e-15,1.4031652788303754e-15,2.0614268745265476e-15,2.0785153134222101e-15,2.9570131313394923e-15,5.6101241995474436e-10,2.2073270353062792e-15,0.00048827996611119613,5.6881763294489874e-10,1.1358467243547617e-10,0.0004882814833060855,0.0019531253610514249,0.001953125335888815,0.0048842336049995921,0.0048842432730168634,0, 0.0086446865330005122,0, 0, 0, 0, 
ADM-CNFD-6,2.6657295059457023e-15,4.6890009413545484e-15,2.3214054623940127e-16,7.3937315449061898e-12,2.8697005968899232e-16,6.9852445275361979e-15,1.7180968952457943e-15,4.096583605236929e-15,2.3634136184313142e-15,3.308779070456204e-15,4.2541445078730497e-15,1.1029263552633151e-15,3.4663399729143983e-15,7.8780568941378751e-15,7.878045390079142e-16,8.4189916729822528e-15,5.565852561221678e-15,3.8372590401640804e-15,6.536555342960983e-15,1.4025976589621116e-10,7.0866815344043705e-15,0.00012206999152560641,1.4220808490843924e-10,2.8390233912726582e-11,0.00012207037082272813,0.00048828134022624943,0.0004882813339391125,0.0012203431507942723,0.0012185574234633107,0, 0.0014262007796114725,0, 0, 0, 0, 
ADM-CNFD-7,9.6808071531712344e-15,4.2812617290628484e-15,3.7142487398304203e-15,1.8474930718972265e-12,6.8872814325358162e-15,1.4862222399013188e-16,1.2408477576775181e-14,3.7814617894494731e-15,2.3634136184313142e-15,3.308779070456204e-15,1.5756090769900185e-16,4.8843881447375381e-15,7.2478017615482867e-15,7.5629346183723606e-15,2.8360963404284914e-15,1.5635270249824183e-14,5.565852561221678e-15,3.8372590401640804e-15,6.536555342960983e-15,3.5070122179905606e-11,3.6014283207628767e-15,3.0517497879298474e-05,3.5552183911721072e-11,7.0974718475810261e-12,3.051759270781249e-05,0.00012207033505548569,0.00012207033348351871,0.00030504108454104401,0.00030392410024555807,0, 0.00037603182989547404,0, 0, 0, 0, 
ADM-CNFD-8,9.6808071531712344e-15,2.4464352737501994e-15,4.0624595591895222e-15,4.555977335817447e-13,2.8697005968899232e-16,1.4119111279062528e-14,1.7180968952457943e-15,1.1029263552560964e-14,1.1817068092156572e-14,3.308779070456204e-15,6.6175581233580773e-15,4.8843881447375381e-15,6.9326799458287967e-15,4.7268341364827254e-16,1.1344385361713966e-14,1.5635270249824183e-14,5.565852561221678e-15,1.0232690773770881e-14,6.536555342960983e-15,8.7679252654223304e-12,1.0571934748045863e-14,7.629374460875142e-06,8.8937724762467456e-12,1.7636257674183982e-12,7.6293981708735232e-06,3.0517583758243383e-05,3.0517583362315627e-05,7.6215567833027995e-05,7.526576943674238e-05,0, 0.00082653497655954327,0, 0, 0, 0, 
ADM-CNFD-9,9.6808071531712344e-15,2.5687570374377092e-14,3.7142487398304203e-15,9.9802218455623068e-14,1.4491988014294114e-14,4.2505956061177718e-14,3.0162145494315055e-14,4.8528759631268242e-14,2.1585844381672669e-14,4.8686320608141289e-14,3.0251694278208353e-14,2.8833646144740952e-14,4.474729783216769e-14,2.3003926130882595e-14,1.5756090780158284e-15,4.1293149634151045e-14,5.112338648825838e-14,2.4622412174386183e-14,5.0269223232771369e-14,2.155370994995662e-12,3.1831979351258978e-14,1.9073436428726693e-06,2.1997562396617083e-12,4.7023090016441035e-13,1.907349566725003e-06,7.6293959580110243e-06,7.6293958680342498e-06,1.9009188669300418e-05,1.8101186771158298e-05,0, 0.00093915757091833977,0, 0, 0, 0, 
